sample_id,channel,bucket,source_file,segment_start,segment_end,auto_event_count,auto_event_times_s_json,review_status,corrected_event_times_s_json,quality_flag,comment
loc_0003561,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,42.000000,44.000000,0,[],manual_corrected,"[0.229051, 0.983327, 1.002768]",,
loc_0003560,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,40.000000,42.000000,0,[],manual_corrected,[1.543202],,
loc_0003546,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,12.000000,14.000000,0,[],manual_verified,,,
loc_0003543,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,6.000000,8.000000,0,[],manual_corrected,[0.357356],,
loc_0003541,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,2.000000,4.000000,0,[],manual_verified,,,
loc_0001529,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,58.000000,60.000000,0,[],manual_corrected,[0.470109],,
loc_0001523,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,46.000000,48.000000,0,[],manual_corrected,"[0.061867, 1.029984, 1.068864]",,
loc_0001522,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,44.000000,46.000000,0,[],manual_corrected,"[0.205723, 1.88146]",,
loc_0001519,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,38.000000,40.000000,0,[],manual_corrected,[0.932783],,
loc_0001513,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,26.000000,28.000000,0,[],manual_corrected,[1.103856],,
loc_0001509,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,18.000000,20.000000,0,[],manual_verified,,,
loc_0001505,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,10.000000,12.000000,0,[],manual_corrected,[0.229051],,
loc_0001500,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,0.000000,2.000000,0,[],manual_corrected,"[0.470109, 0.641182, 1.659843]",,
loc_0002186,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,52.000000,54.000000,0,[],manual_corrected,"[0.147403, 0.341804, 1.201057, 1.757043]",,
loc_0002183,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,46.000000,48.000000,0,[],manual_verified,,,
loc_0002175,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,30.000000,32.000000,0,[],manual_corrected,[0.967775],,
loc_0002171,ns,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,22.000000,24.000000,0,[],manual_corrected,[0.131851],,
loc_0001036,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,32.000000,34.000000,1,[1.2580000162124634],manual_corrected,"[0.322364, 1.258]",,
loc_0001035,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,30.000000,32.000000,1,[0.8820000290870667],manual_corrected,"[0.882, 1.648179]",,
loc_0001033,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,26.000000,28.000000,1,[1.1480000019073486],manual_corrected,"[0.081307, 1.148]",,
loc_0001028,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,16.000000,18.000000,1,[0.6660000085830688],manual_corrected,"[0.026874, 0.400124, 0.666]",,
loc_0001024,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,8.000000,10.000000,1,[1.1440000534057617],manual_corrected,"[0.660622, 0.699502, 1.144]",,
loc_0000387,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,54.000000,56.000000,1,[0.057999998331069946],manual_corrected,"[0.058, 0.174619, 0.194059]",,
loc_0000386,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,52.000000,54.000000,1,[1.5360000133514404],manual_corrected,"[0.267932, 1.536, 1.877572]",,
loc_0000385,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,50.000000,52.000000,1,[0.4320000112056732],manual_corrected,"[0.267932, 0.432]",,
loc_0000382,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,44.000000,46.000000,1,[0.9559999704360962],manual_corrected,"[0.956, 1.138848]",,
loc_0000371,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,22.000000,24.000000,1,[1.5499999523162842],manual_corrected,"[0.571197, 1.146624, 1.55]",,
loc_0000364,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,8.000000,10.000000,1,[0.9700000286102295],manual_corrected,"[0.042427, 0.473997, 0.97, 1.274929, 1.434338]",,
loc_0000362,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,4.000000,6.000000,1,[1.1299999952316284],manual_corrected,"[0.089083, 1.13, 1.224385, 1.531538, 1.86202]",,
loc_0000361,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,2.000000,4.000000,1,[1.49399995803833],manual_corrected,"[0.882239, 0.928895, 1.494]",,
loc_0003920,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,40.000000,42.000000,1,[0.6539999842643738],manual_corrected,"[0.536205, 0.654, 1.294369]",,
loc_0003913,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,26.000000,28.000000,1,[1.2760000228881836],manual_corrected,"[1.276, 1.50821]",,
loc_0003900,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,0.000000,2.000000,1,[1.8240000009536743],manual_corrected,"[0.796702, 1.824]",,
loc_0003568,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,56.000000,58.000000,1,[1.0379999876022339],manual_corrected,"[0.987215, 1.038, 1.963109]",,
loc_0003565,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,50.000000,52.000000,1,[1.4299999475479126],manual_corrected,"[1.43, 1.698723]",,
loc_0003558,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,36.000000,38.000000,1,[1.031999945640564],manual_corrected,"[1.032, 1.150512, 1.251601]",,
loc_0003556,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,32.000000,34.000000,1,[0.7540000081062317],manual_corrected,"[0.754, 1.41101]",,
loc_0003555,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,30.000000,32.000000,1,[0.4620000123977661],manual_corrected,"[0.462, 0.870575, 1.348801]",,
loc_0003550,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,20.000000,22.000000,1,[0.012000000104308128],manual_corrected,"[0.012, 0.159067, 0.174619]",,
loc_0003545,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,10.000000,12.000000,1,[1.5800000429153442],manual_corrected,"[0.439005, 0.621742, 1.002768, 1.58, 1.764819]",,
loc_0003544,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,8.000000,10.000000,1,[0.9539999961853027],manual_corrected,"[0.536205, 0.954]",,
loc_0001521,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,42.000000,44.000000,1,[0.8999999761581421],manual_corrected,"[0.27182, 0.9, 0.967775]",,
loc_0001518,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,36.000000,38.000000,1,[0.18000000715255737],manual_verified,,,
loc_0001516,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,32.000000,34.000000,1,[1.0460000038146973],manual_corrected,"[1.046, 1.317697, 1.438226]",,
loc_0001512,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,24.000000,26.000000,1,[1.2619999647140503],manual_corrected,"[1.262, 1.648179, 1.718163]",,
loc_0001508,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,16.000000,18.000000,1,[0.06400000303983688],manual_corrected,"[0.064, 0.944447]",,
loc_0001504,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,8.000000,10.000000,1,[0.35199999809265137],manual_verified,,,
loc_0002187,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,54.000000,56.000000,1,[0.5479999780654907],manual_corrected,"[0.279596, 0.548, 0.862799, 1.263265]",,
loc_0002185,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,50.000000,52.000000,1,[1.253999948501587],manual_corrected,"[0.03465, 0.077419, 0.493437, 1.254]",,
loc_0002179,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,38.000000,40.000000,1,[1.934000015258789],manual_corrected,"[1.846468, 1.934]",,
loc_0002172,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,24.000000,26.000000,1,[1.6859999895095825],manual_corrected,"[0.302924, 0.404012, 1.372129, 1.686]",,
loc_0000310,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,20.000000,22.000000,1,[0.1940000057220459],manual_corrected,"[0.194, 0.516765, 0.575085]",,
loc_0000309,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,18.000000,20.000000,1,[0.5040000081062317],manual_verified,,,
loc_0000306,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,12.000000,14.000000,1,[0.8899999856948853],manual_corrected,"[0.578973, 0.89, 1.706499, 1.966997]",,
loc_0000303,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,6.000000,8.000000,1,[0.1459999978542328],manual_corrected,"[0.146, 0.590637, 1.049424, 1.07664, 1.13496, 1.597635, 1.877572]",,
loc_0000302,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,4.000000,6.000000,1,[0.3959999978542328],manual_corrected,"[0.326252, 0.396, 0.435117, 1.294369, 1.535426]",,
loc_0000301,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,2.000000,4.000000,1,[1.0420000553131104],manual_corrected,"[0.100747, 0.446781, 1.042, 1.515986]",,
loc_0002609,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,58.000000,60.000000,1,[0.3400000035762787],manual_corrected,"[0.096859, 0.34]",,
loc_0002606,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,52.000000,54.000000,1,[1.187999963760376],manual_verified,,,
loc_0002604,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,48.000000,50.000000,1,[1.9299999475479126],manual_verified,,,
loc_0002596,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,32.000000,34.000000,1,[0.27000001072883606],manual_verified,,,
loc_0002591,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,22.000000,24.000000,1,[1.8480000495910645],manual_corrected,"[1.197169, 1.309921, 1.848]",,
loc_0001048,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,56.000000,58.000000,2,"[0.9639999866485596, 1.809999942779541]",manual_corrected,"[0.454557, 0.964, 1.041648, 1.247713, 1.81, 1.82314, 1.858132, 1.928116]",,
loc_0001045,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,50.000000,52.000000,3,"[0.7519999742507935, 1.965999960899353, 1.9859999418258667]",manual_corrected,"[0.096859, 0.197947, 0.229051, 0.752, 1.344913, 1.908676, 1.966, 1.986]",,
loc_0001043,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,46.000000,48.000000,3,"[0.8799999952316284, 0.9319999814033508, 1.9780000448226929]",manual_corrected,"[0.788926, 0.88, 0.932, 1.54709, 1.780372, 1.978]",,
loc_0001041,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,42.000000,44.000000,3,"[0.012000000104308128, 0.08799999952316284, 0.3479999899864197]",manual_corrected,"[0.012, 0.088, 0.151291, 0.213499, 0.348, 1.111632]",,
loc_0001039,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,38.000000,40.000000,2,"[0.2879999876022339, 1.4919999837875366]",manual_corrected,"[0.248492, 0.288, 0.345692, 1.492]",,
loc_0001038,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,36.000000,38.000000,2,"[0.9380000233650208, 1.371999979019165]",manual_corrected,"[0.855023, 0.901679, 0.938, 1.286593, 1.372]",,
loc_0001029,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,18.000000,20.000000,3,"[0.014000000432133675, 0.9959999918937683, 1.159999966621399]",manual_corrected,"[0.014, 0.108523, 0.996, 1.16, 1.271041, 1.48877, 1.648179]",,
loc_0001026,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,12.000000,14.000000,3,"[0.49799999594688416, 0.6320000290870667, 0.6759999990463257]",manual_corrected,"[0.454557, 0.498, 0.540093, 0.632, 0.676, 0.715054, 0.878351, 1.387682]",,
loc_0001025,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,10.000000,12.000000,3,"[0.1599999964237213, 1.0119999647140503, 1.1460000276565552]",manual_verified,,,
loc_0000389,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,58.000000,60.000000,3,"[1.2599999904632568, 1.6299999952316284, 1.7680000066757202]",manual_corrected,"[0.477885, 0.827807, 1.072752, 1.26, 1.63, 1.768, 1.811476]",,
loc_0000388,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,56.000000,58.000000,2,"[0.22200000286102295, 1.4179999828338623]",manual_corrected,"[0.222, 1.03776, 1.321585, 1.364353, 1.418, 1.453778]",,
loc_0000384,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,48.000000,50.000000,2,"[1.3320000171661377, 1.4520000219345093]",manual_corrected,"[1.1544, 1.251601, 1.332, 1.452, 1.659843, 1.683171]",,
loc_0000383,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,46.000000,48.000000,3,"[0.9599999785423279, 1.0019999742507935, 1.031999945640564]",manual_corrected,"[0.575085, 0.96, 1.002, 1.032, 1.181616]",,
loc_0000380,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,40.000000,42.000000,3,"[0.4000000059604645, 0.5559999942779541, 0.8220000267028809]",manual_corrected,"[0.089083, 0.287372, 0.4, 0.466221, 0.556, 0.582861, 0.621742, 0.822, 0.991103, 1.17384]",,
loc_0000375,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,30.000000,32.000000,2,"[0.5699999928474426, 1.309999942779541]",manual_corrected,"[0.166843, 0.3107, 0.57, 0.602301, 0.928895, 0.963887, 0.994991, 1.03776, 1.31, 1.477106, 1.558754, 1.589859, 1.88146]",,
loc_0000370,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,20.000000,22.000000,2,"[0.4000000059604645, 0.578000009059906]",manual_corrected,"[0.4, 0.578, 0.617854, 1.119408]",,
loc_0000365,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,10.000000,12.000000,3,"[0.24199999868869781, 0.25600001215934753, 1.496000051498413]",manual_corrected,"[0.242, 0.256, 0.994991, 1.496]",,
loc_0000360,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,0.000000,2.000000,2,"[0.164000004529953, 0.6639999747276306]",manual_verified,,,
loc_0003928,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,56.000000,58.000000,2,"[0.3540000021457672, 0.37400001287460327]",manual_corrected,"[0.354, 0.374, 0.788926]",,
loc_0003925,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,50.000000,52.000000,2,"[0.20600000023841858, 1.2580000162124634]",manual_corrected,"[0.206, 1.258, 1.725939]",,
loc_0003922,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,44.000000,46.000000,2,"[0.46399998664855957, 0.765999972820282]",manual_corrected,"[0.464, 0.766, 1.550978]",,
loc_0003921,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,42.000000,44.000000,3,"[0.734000027179718, 0.7720000147819519, 0.9279999732971191]",manual_corrected,"[0.734, 0.772, 0.928, 1.531538]",,
loc_0003915,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,30.000000,32.000000,2,"[0.6620000004768372, 0.7400000095367432]",manual_corrected,"[0.662, 0.74, 1.352689]",,
loc_0003914,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,28.000000,30.000000,3,"[0.3240000009536743, 0.3919999897480011, 1.6519999504089355]",manual_corrected,"[0.240716, 0.324, 0.34958, 0.392, 0.691726, 1.652]",,
loc_0003912,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,24.000000,26.000000,2,"[0.0560000017285347, 0.164000004529953]",manual_corrected,"[0.056, 0.164, 0.423453, 0.532317, 0.959999, 0.994991, 1.11552]",,
loc_0003911,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,22.000000,24.000000,3,"[0.41600000858306885, 1.4980000257492065, 1.878000020980835]",manual_corrected,"[0.416, 1.498, 1.558754, 1.679283, 1.768708, 1.878]",,
loc_0003910,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,20.000000,22.000000,3,"[0.9139999747276306, 1.0959999561309814, 1.312000036239624]",manual_verified,,,
loc_0003909,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,18.000000,20.000000,3,"[0.7860000133514404, 1.0839999914169312, 1.6139999628067017]",manual_corrected,"[0.108523, 0.431229, 0.786, 0.858911, 0.917231, 1.084, 1.614]",,
loc_0003908,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,16.000000,18.000000,2,"[0.39399999380111694, 0.6859999895095825]",manual_corrected,"[0.394, 0.686, 1.601523, 1.830916]",,
loc_0003906,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,12.000000,14.000000,2,"[0.25999999046325684, 0.8600000143051147]",manual_corrected,"[0.131851, 0.26, 0.656734, 0.730606, 0.86, 1.064976]",,
loc_0003905,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,10.000000,12.000000,2,"[0.35600000619888306, 1.7740000486373901]",manual_corrected,"[0.356, 1.185504, 1.774]",,
