sample_id,channel,bucket,source_file,segment_start,segment_end,auto_event_count,auto_event_times_s_json,review_status,corrected_event_times_s_json,quality_flag,comment
loc_0000905,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.47.00.bin,10.000000,12.000000,1,[1.9259999990463257],manual_corrected,"[0.011322, 1.11552, 1.926]",,
loc_0005609,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.05.00.bin,58.000000,60.000000,1,[0.6200000047683716],manual_verified,,,
loc_0004695,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.50.00.bin,30.000000,32.000000,1,[0.621999979019165],manual_corrected,"[0.361244, 0.427341, 0.501213, 0.622, 1.52765]",,
loc_0005007,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.55.00.bin,54.000000,56.000000,1,[0.1120000034570694],manual_verified,,,
loc_0003917,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.37.00.bin,34.000000,36.000000,1,[0.4480000138282776],manual_corrected,"[0.448, 1.41101, 1.955332]",,
loc_0001753,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.01.00.bin,26.000000,28.000000,1,[1.8619999885559082],manual_corrected,"[1.461554, 1.862]",,
loc_0002184,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.08.00.bin,48.000000,50.000000,1,[1.3839999437332153],manual_corrected,"[0.25238, 0.536205, 1.084416, 1.263265, 1.384]",,
loc_0003549,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,18.000000,20.000000,1,[1.555999994277954],manual_corrected,"[1.442114, 1.46933, 1.556]",,
loc_0003244,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,8.000000,10.000000,1,[1.0540000200271606],manual_verified,,,
loc_0005354,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.01.00.bin,28.000000,30.000000,1,[1.496000051498413],manual_verified,,,
loc_0003020,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.22.00.bin,40.000000,42.000000,1,[1.1239999532699585],manual_corrected,"[0.326252, 0.423453, 0.594525, 1.124]",,
loc_0005103,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.57.00.bin,6.000000,8.000000,1,[0.019999999552965164],manual_corrected,"[0.02, 1.480994]",,
loc_0001764,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.01.00.bin,48.000000,50.000000,1,[0.8820000290870667],manual_verified,,,
loc_0001525,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,50.000000,52.000000,1,[0.6100000143051147],manual_corrected,"[0.61, 0.637294, 1.963109]",,
loc_0003788,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.35.00.bin,16.000000,18.000000,1,[1.3660000562667847],manual_verified,,,
loc_0000314,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,28.000000,30.000000,1,[0.6859999895095825],manual_corrected,"[0.516765, 0.686, 1.298257]",,
loc_0005526,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.04.00.bin,12.000000,14.000000,1,[1.1239999532699585],manual_corrected,"[0.621742, 0.975551, 1.029984, 1.124]",,
loc_0001527,ns,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,54.000000,56.000000,1,[1.0099999904632568],manual_corrected,"[0.096859, 0.322364, 1.01, 1.496546]",,
loc_0002608,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,56.000000,58.000000,2,"[1.0460000038146973, 1.1440000534057617]",manual_corrected,"[0.769486, 0.816143, 0.963887, 1.046, 1.144]",,
loc_0003680,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.33.00.bin,40.000000,42.000000,2,"[1.2760000228881836, 1.3680000305175781]",manual_verified,,,
loc_0000674,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.43.00.bin,28.000000,30.000000,2,"[0.871999979019165, 1.6059999465942383]",manual_corrected,"[0.283484, 0.872, 0.886127, 0.917231, 1.606]",,
loc_0005289,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.00.00.bin,18.000000,20.000000,2,"[0.3179999887943268, 0.4480000138282776]",manual_corrected,"[0.151291, 0.318, 0.448, 1.484882, 1.574306]",,
loc_0004154,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.41.00.bin,28.000000,30.000000,2,"[0.18400000035762787, 0.4560000002384186]",manual_corrected,"[0.184, 0.456, 1.484882]",,
loc_0005720,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.07.00.bin,40.000000,42.000000,3,"[1.746000051498413, 1.8140000104904175, 1.9019999504089355]",manual_corrected,"[0.36902, 0.773374, 1.746, 1.814, 1.902, 1.966997]",,
loc_0002883,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.20.00.bin,6.000000,8.000000,2,"[1.3619999885559082, 1.3940000534057617]",manual_corrected,"[0.987215, 1.362, 1.394]",,
loc_0004321,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.44.00.bin,2.000000,4.000000,3,"[0.2879999876022339, 0.3659999966621399, 0.4659999907016754]",manual_corrected,"[0.221275, 0.288, 0.366, 0.466]",,
loc_0003145,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,50.000000,52.000000,2,"[1.031999945640564, 1.059999942779541]",manual_corrected,"[0.792814, 1.032, 1.06]",,
loc_0001696,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.00.00.bin,32.000000,34.000000,3,"[1.3880000114440918, 1.5720000267028809, 1.687999963760376]",manual_corrected,"[0.563421, 1.388, 1.572, 1.688, 1.893124]",,
loc_0002776,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.18.00.bin,32.000000,34.000000,2,"[0.75, 0.9139999747276306]",manual_corrected,"[0.380684, 0.75, 0.796702, 0.835583, 0.914, 1.092192]",,
loc_0001567,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.58.00.bin,14.000000,16.000000,3,"[0.5139999985694885, 0.5659999847412109, 0.628000020980835]",manual_corrected,"[0.229051, 0.514, 0.566, 0.628, 0.769486, 1.519874, 1.815364]",,
loc_0000307,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,14.000000,16.000000,2,"[1.0199999809265137, 1.253999948501587]",manual_corrected,"[0.925007, 1.02, 1.254, 1.609299]",,
loc_0005308,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.00.00.bin,56.000000,58.000000,3,"[0.1120000034570694, 0.6460000276565552, 0.7979999780654907]",manual_corrected,"[0.112, 0.4079, 0.450669, 0.571197, 0.646, 0.798, 1.099968]",,
loc_0005110,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.57.00.bin,20.000000,22.000000,2,"[1.2000000476837158, 1.5140000581741333]",manual_verified,,,
loc_0001526,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,52.000000,54.000000,2,"[0.11800000071525574, 0.9620000123977661]",manual_corrected,"[0.118, 0.962, 1.539314, 1.935892]",,
loc_0000002,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.32.00.bin,4.000000,6.000000,2,"[0.24799999594688416, 0.5920000076293945]",manual_corrected,"[0.248, 0.353468, 0.493437, 0.592, 0.62563, 1.628739, 1.675395]",,
loc_0001030,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,20.000000,22.000000,2,"[0.03999999910593033, 0.9300000071525574]",manual_verified,,,
loc_0003249,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,18.000000,20.000000,2,"[0.550000011920929, 1.1059999465942383]",manual_verified,,,
loc_0001403,ns,few,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.55.00.bin,46.000000,48.000000,2,"[0.7020000219345093, 1.878000020980835]",manual_corrected,"[0.702, 1.807588, 1.878]",,
loc_0000374,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,28.000000,30.000000,11,"[0.25200000405311584, 0.30799999833106995, 0.34200000762939453, 0.44200000166893005, 0.9599999785423279, 1.0180000066757202, 1.031999945640564, 1.065999984741211, 1.0980000495910645, 1.1480000019073486, 1.222000002861023]",manual_corrected,"[0.085195, 0.108523, 0.205723, 0.252, 0.308, 0.342, 0.442, 0.629518, 0.765598, 0.816143, 0.96, 1.018, 1.032, 1.066, 1.098, 1.148, 1.222, 1.348801]",,
loc_0003725,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.34.00.bin,10.000000,12.000000,10,"[0.5199999809265137, 0.5419999957084656, 0.6539999842643738, 0.722000002861023, 0.7739999890327454, 0.8519999980926514, 1.0880000591278076, 1.1260000467300415, 1.1540000438690186, 1.2059999704360962]",manual_corrected,"[0.52, 0.542, 0.654, 0.722, 0.774, 0.852, 0.956111, 0.991103, 1.088, 1.126, 1.154, 1.206, 1.243825]",,
loc_0002101,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.07.00.bin,2.000000,4.000000,10,"[0.492000013589859, 0.5220000147819519, 0.5479999780654907, 0.5960000157356262, 0.6759999990463257, 0.7260000109672546, 0.8460000157356262, 0.9139999747276306, 1.1299999952316284, 1.2059999704360962]",manual_corrected,"[0.492, 0.522, 0.548, 0.596, 0.64507, 0.676, 0.726, 0.796702, 0.846, 0.914, 1.099968, 1.13, 1.206]",,
loc_0005663,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,46.000000,48.000000,9,"[0.24799999594688416, 0.2639999985694885, 0.3140000104904175, 0.3619999885559082, 0.3720000088214874, 0.38600000739097595, 1.1440000534057617, 1.1679999828338623, 1.1799999475479126]",manual_corrected,"[0.065755, 0.135739, 0.248, 0.264, 0.314, 0.362, 0.372, 0.386, 1.144, 1.168, 1.18, 1.228273, 1.741491, 1.838692]",,
loc_0005350,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.01.00.bin,20.000000,22.000000,9,"[0.11999999731779099, 0.14399999380111694, 0.7620000243186951, 0.7739999890327454, 0.8259999752044678, 0.8960000276565552, 0.972000002861023, 1.0199999809265137, 1.3580000400543213]",manual_corrected,"[0.12, 0.144, 0.182395, 0.225163, 0.762, 0.774, 0.826, 0.896, 0.972, 1.02, 1.358, 1.399346]",,
loc_0003858,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.36.00.bin,36.000000,38.000000,9,"[0.906000018119812, 1.0080000162124634, 1.3040000200271606, 1.6319999694824219, 1.7039999961853027, 1.7339999675750732, 1.7799999713897705, 1.809999942779541, 1.8600000143051147]",manual_corrected,"[0.906, 1.008, 1.304, 1.632, 1.704, 1.734, 1.78, 1.81, 1.86, 1.924228]",,
loc_0002289,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.10.00.bin,18.000000,20.000000,9,"[0.34200000762939453, 0.3880000114440918, 0.41600000858306885, 0.4860000014305115, 0.5600000023841858, 0.5740000009536743, 0.8740000128746033, 0.9599999785423279, 1.24399995803833]",manual_corrected,"[0.174619, 0.342, 0.388, 0.416, 0.486, 0.524541, 0.56, 0.574, 0.590637, 0.637294, 0.874, 0.96, 1.244, 1.325473, 1.407122, 1.624851]",,
loc_0005042,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.56.00.bin,4.000000,6.000000,8,"[0.6159999966621399, 0.8019999861717224, 0.8600000143051147, 0.9279999732971191, 1.2319999933242798, 1.2760000228881836, 1.3040000200271606, 1.5679999589920044]",manual_corrected,"[0.446781, 0.586749, 0.616, 0.802, 0.86, 0.928, 0.963887, 1.232, 1.276, 1.304, 1.568, 1.687059, 1.772596]",,
loc_0005059,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.56.00.bin,38.000000,40.000000,8,"[0.07999999821186066, 0.1720000058412552, 0.32600000500679016, 0.3840000033378601, 0.45399999618530273, 0.47999998927116394, 1.1859999895095825, 1.2020000219345093]",manual_corrected,"[0.026874, 0.08, 0.172, 0.326, 0.384, 0.454, 0.48, 1.186, 1.202, 1.329361]",,
loc_0004702,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.50.00.bin,44.000000,46.000000,8,"[0.8920000195503235, 0.9620000123977661, 1.0199999809265137, 1.1679999828338623, 1.49399995803833, 1.5180000066757202, 1.5420000553131104, 1.5679999589920044]",manual_corrected,"[0.892, 0.962, 1.02, 1.168, 1.236049, 1.494, 1.518, 1.542, 1.568, 1.589859, 1.667619]",,
loc_0004287,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.43.00.bin,54.000000,56.000000,8,"[0.05999999865889549, 0.27399998903274536, 0.3179999887943268, 0.38600000739097595, 0.40400001406669617, 0.5299999713897705, 1.003999948501587, 1.4800000190734863]",manual_verified,,,
loc_0003245,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,10.000000,12.000000,8,"[0.6919999718666077, 0.7400000095367432, 0.7919999957084656, 0.906000018119812, 0.9900000095367432, 1.0440000295639038, 1.0679999589920044, 1.1419999599456787]",manual_verified,,,
loc_0002294,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.10.00.bin,28.000000,30.000000,8,"[0.10599999874830246, 1.0800000429153442, 1.1080000400543213, 1.1360000371932983, 1.2680000066757202, 1.3459999561309814, 1.440000057220459, 1.9639999866485596]",manual_corrected,"[0.106, 1.08, 1.108, 1.136, 1.197169, 1.268, 1.346, 1.44, 1.964]",,
loc_0001620,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.59.00.bin,0.000000,2.000000,8,"[0.4659999907016754, 0.8339999914169312, 0.9039999842643738, 1.1139999628067017, 1.1579999923706055, 1.2059999704360962, 1.5019999742507935, 1.878000020980835]",manual_corrected,"[0.466, 0.508989, 0.834, 0.904, 1.006656, 1.026096, 1.061088, 1.114, 1.158, 1.206, 1.502, 1.749267, 1.878]",,
loc_0001323,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.54.00.bin,6.000000,8.000000,8,"[0.10400000214576721, 0.1679999977350235, 0.2879999876022339, 0.7580000162124634, 0.8159999847412109, 1.159999966621399, 1.590000033378601, 1.7319999933242798]",manual_corrected,"[0.03465, 0.104, 0.168, 0.288, 0.758, 0.816, 1.16, 1.325473, 1.341025, 1.59, 1.732]",,
loc_0001032,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,24.000000,26.000000,8,"[0.14800000190734863, 0.25600001215934753, 0.9020000100135803, 1.753999948501587, 1.7719999551773071, 1.7899999618530273, 1.8079999685287476, 1.8680000305175781]",manual_corrected,"[0.022986, 0.148, 0.256, 0.902, 0.994991, 1.754, 1.772, 1.79, 1.808, 1.868]",,
loc_0000803,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,46.000000,48.000000,8,"[0.02800000086426735, 0.052000001072883606, 0.09200000017881393, 0.16200000047683716, 0.4359999895095825, 0.4620000123977661, 0.5920000076293945, 1.5360000133514404]",manual_corrected,"[0.028, 0.052, 0.092, 0.162, 0.436, 0.462, 0.592, 0.862799, 0.921119, 1.536, 1.632627]",,
loc_0000363,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,6.000000,8.000000,8,"[0.012000000104308128, 0.49399998784065247, 1.684000015258789, 1.7039999961853027, 1.746000051498413, 1.7660000324249268, 1.850000023841858, 1.9620000123977661]",manual_verified,,,
loc_0005423,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.02.00.bin,46.000000,48.000000,7,"[0.15000000596046448, 0.28600001335144043, 0.48399999737739563, 0.5680000185966492, 0.7879999876022339, 0.843999981880188, 1.5859999656677246]",manual_corrected,"[0.15, 0.286, 0.484, 0.568, 0.788, 0.844, 1.586, 1.609299]",,
loc_0005226,ns,dense,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.59.00.bin,12.000000,14.000000,7,"[0.12800000607967377, 0.1420000046491623, 0.25600001215934753, 0.8119999766349792, 0.8299999833106995, 0.9739999771118164, 1.0119999647140503]",manual_verified,,,
loc_0004591,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.48.00.bin,2.000000,4.000000,0,[],manual_verified,,,
loc_0003411,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.28.00.bin,42.000000,44.000000,0,[],manual_corrected,"[0.376796, 0.994991]",,
loc_0004370,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.44.00.bin,40.000000,42.000000,0,[],manual_corrected,"[0.994991, 1.107744, 1.239937, 1.667619]",,
loc_0005791,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.08.00.bin,2.000000,4.000000,0,[],manual_corrected,[0.994991],,
loc_0005015,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.55.00.bin,10.000000,12.000000,0,[],manual_corrected,"[0.096859, 0.991103]",,
loc_0003718,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.33.00.bin,56.000000,58.000000,0,[],manual_corrected,[0.994991],,
loc_0002818,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.18.00.bin,56.000000,58.000000,0,[],manual_corrected,[0.994991],,
loc_0000992,we,empty,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.48.00.bin,4.000000,6.000000,0,[],manual_corrected,"[0.994991, 1.56653]",,
loc_0004538,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.47.00.bin,16.000000,18.000000,1,[1.0],manual_verified,,,
loc_0003479,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.29.00.bin,58.000000,60.000000,1,[1.0],manual_verified,,,
loc_0001846,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.02.00.bin,32.000000,34.000000,1,[1.0],manual_verified,,,
loc_0005569,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.04.00.bin,38.000000,40.000000,1,[1.0],manual_verified,,,
loc_0002996,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.21.00.bin,52.000000,54.000000,1,[1.0],manual_verified,,,
loc_0000223,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.35.00.bin,26.000000,28.000000,1,[1.0],manual_verified,,,
loc_0004415,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.45.00.bin,10.000000,12.000000,1,[1.0],manual_verified,,,
loc_0005683,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,26.000000,28.000000,1,[1.0],manual_verified,,,
loc_0005693,we,single,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,46.000000,48.000000,1,[1.0],manual_corrected,"[0.240716, 0.365132, 0.384572, 1.0, 1.142736, 1.177728, 1.582083]",,
