sample_id,channel,bucket,review_reason,event_count,source_file,segment_start,segment_end,png_path,npz_path
loc_0003549,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.31.00.bin,18.000000,20.000000,ns/single/loc_0003549.png,samples/loc_0003549.npz
loc_0003244,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,8.000000,10.000000,ns/single/loc_0003244.png,samples/loc_0003244.npz
loc_0005354,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.01.00.bin,28.000000,30.000000,ns/single/loc_0005354.png,samples/loc_0005354.npz
loc_0003020,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.22.00.bin,40.000000,42.000000,ns/single/loc_0003020.png,samples/loc_0003020.npz
loc_0005103,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.57.00.bin,6.000000,8.000000,ns/single/loc_0005103.png,samples/loc_0005103.npz
loc_0001764,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.01.00.bin,48.000000,50.000000,ns/single/loc_0001764.png,samples/loc_0001764.npz
loc_0001525,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,50.000000,52.000000,ns/single/loc_0001525.png,samples/loc_0001525.npz
loc_0003788,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.35.00.bin,16.000000,18.000000,ns/single/loc_0003788.png,samples/loc_0003788.npz
loc_0000314,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,28.000000,30.000000,ns/single/loc_0000314.png,samples/loc_0000314.npz
loc_0005526,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.04.00.bin,12.000000,14.000000,ns/single/loc_0005526.png,samples/loc_0005526.npz
loc_0001527,ns,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,54.000000,56.000000,ns/single/loc_0001527.png,samples/loc_0001527.npz
loc_0002608,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.15.00.bin,56.000000,58.000000,ns/few/loc_0002608.png,samples/loc_0002608.npz
loc_0003680,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.33.00.bin,40.000000,42.000000,ns/few/loc_0003680.png,samples/loc_0003680.npz
loc_0000674,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.43.00.bin,28.000000,30.000000,ns/few/loc_0000674.png,samples/loc_0000674.npz
loc_0005289,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.00.00.bin,18.000000,20.000000,ns/few/loc_0005289.png,samples/loc_0005289.npz
loc_0004154,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.41.00.bin,28.000000,30.000000,ns/few/loc_0004154.png,samples/loc_0004154.npz
loc_0005720,ns,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.07.00.bin,40.000000,42.000000,ns/few/loc_0005720.png,samples/loc_0005720.npz
loc_0002883,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.20.00.bin,6.000000,8.000000,ns/few/loc_0002883.png,samples/loc_0002883.npz
loc_0004321,ns,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.44.00.bin,2.000000,4.000000,ns/few/loc_0004321.png,samples/loc_0004321.npz
loc_0003145,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.24.00.bin,50.000000,52.000000,ns/few/loc_0003145.png,samples/loc_0003145.npz
loc_0001696,ns,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.00.00.bin,32.000000,34.000000,ns/few/loc_0001696.png,samples/loc_0001696.npz
loc_0002776,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.18.00.bin,32.000000,34.000000,ns/few/loc_0002776.png,samples/loc_0002776.npz
loc_0001567,ns,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.58.00.bin,14.000000,16.000000,ns/few/loc_0001567.png,samples/loc_0001567.npz
loc_0000307,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.37.00.bin,14.000000,16.000000,ns/few/loc_0000307.png,samples/loc_0000307.npz
loc_0005308,ns,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.00.00.bin,56.000000,58.000000,ns/few/loc_0005308.png,samples/loc_0005308.npz
loc_0005110,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.57.00.bin,20.000000,22.000000,ns/few/loc_0005110.png,samples/loc_0005110.npz
loc_0001526,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.57.00.bin,52.000000,54.000000,ns/few/loc_0001526.png,samples/loc_0001526.npz
loc_0000002,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.32.00.bin,4.000000,6.000000,ns/few/loc_0000002.png,samples/loc_0000002.npz
loc_0001030,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,20.000000,22.000000,ns/few/loc_0001030.png,samples/loc_0001030.npz
loc_0003249,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,18.000000,20.000000,ns/few/loc_0003249.png,samples/loc_0003249.npz
loc_0001403,ns,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.55.00.bin,46.000000,48.000000,ns/few/loc_0001403.png,samples/loc_0001403.npz
loc_0000374,ns,dense,dense_events_priority,11,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,28.000000,30.000000,ns/dense/loc_0000374.png,samples/loc_0000374.npz
loc_0003725,ns,dense,dense_events_priority,10,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.34.00.bin,10.000000,12.000000,ns/dense/loc_0003725.png,samples/loc_0003725.npz
loc_0002101,ns,dense,dense_events_priority,10,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.07.00.bin,2.000000,4.000000,ns/dense/loc_0002101.png,samples/loc_0002101.npz
loc_0005663,ns,dense,dense_events_priority,9,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,46.000000,48.000000,ns/dense/loc_0005663.png,samples/loc_0005663.npz
loc_0005350,ns,dense,dense_events_priority,9,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.01.00.bin,20.000000,22.000000,ns/dense/loc_0005350.png,samples/loc_0005350.npz
loc_0003858,ns,dense,dense_events_priority,9,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.36.00.bin,36.000000,38.000000,ns/dense/loc_0003858.png,samples/loc_0003858.npz
loc_0002289,ns,dense,dense_events_priority,9,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.10.00.bin,18.000000,20.000000,ns/dense/loc_0002289.png,samples/loc_0002289.npz
loc_0005042,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.56.00.bin,4.000000,6.000000,ns/dense/loc_0005042.png,samples/loc_0005042.npz
loc_0005059,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.56.00.bin,38.000000,40.000000,ns/dense/loc_0005059.png,samples/loc_0005059.npz
loc_0004702,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.50.00.bin,44.000000,46.000000,ns/dense/loc_0004702.png,samples/loc_0004702.npz
loc_0004287,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.43.00.bin,54.000000,56.000000,ns/dense/loc_0004287.png,samples/loc_0004287.npz
loc_0003245,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.26.00.bin,10.000000,12.000000,ns/dense/loc_0003245.png,samples/loc_0003245.npz
loc_0002294,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.10.00.bin,28.000000,30.000000,ns/dense/loc_0002294.png,samples/loc_0002294.npz
loc_0001620,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.59.00.bin,0.000000,2.000000,ns/dense/loc_0001620.png,samples/loc_0001620.npz
loc_0001323,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.54.00.bin,6.000000,8.000000,ns/dense/loc_0001323.png,samples/loc_0001323.npz
loc_0001032,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.49.00.bin,24.000000,26.000000,ns/dense/loc_0001032.png,samples/loc_0001032.npz
loc_0000803,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.45.00.bin,46.000000,48.000000,ns/dense/loc_0000803.png,samples/loc_0000803.npz
loc_0000363,ns,dense,dense_events_priority,8,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,6.000000,8.000000,ns/dense/loc_0000363.png,samples/loc_0000363.npz
loc_0005423,ns,dense,dense_events_priority,7,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.02.00.bin,46.000000,48.000000,ns/dense/loc_0005423.png,samples/loc_0005423.npz
loc_0005226,ns,dense,dense_events_priority,7,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.59.00.bin,12.000000,14.000000,ns/dense/loc_0005226.png,samples/loc_0005226.npz
loc_0004591,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.48.00.bin,2.000000,4.000000,we/empty/loc_0004591.png,samples/loc_0004591.npz
loc_0003411,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.28.00.bin,42.000000,44.000000,we/empty/loc_0003411.png,samples/loc_0003411.npz
loc_0004370,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.44.00.bin,40.000000,42.000000,we/empty/loc_0004370.png,samples/loc_0004370.npz
loc_0005791,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.08.00.bin,2.000000,4.000000,we/empty/loc_0005791.png,samples/loc_0005791.npz
loc_0005015,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.55.00.bin,10.000000,12.000000,we/empty/loc_0005015.png,samples/loc_0005015.npz
loc_0003718,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.33.00.bin,56.000000,58.000000,we/empty/loc_0003718.png,samples/loc_0003718.npz
loc_0002818,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.18.00.bin,56.000000,58.000000,we/empty/loc_0002818.png,samples/loc_0002818.npz
loc_0000992,we,empty,empty_reference,0,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.48.00.bin,4.000000,6.000000,we/empty/loc_0000992.png,samples/loc_0000992.npz
loc_0004538,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.47.00.bin,16.000000,18.000000,we/single/loc_0004538.png,samples/loc_0004538.npz
loc_0003479,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.29.00.bin,58.000000,60.000000,we/single/loc_0003479.png,samples/loc_0003479.npz
loc_0001846,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.02.00.bin,32.000000,34.000000,we/single/loc_0001846.png,samples/loc_0001846.npz
loc_0005569,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.04.00.bin,38.000000,40.000000,we/single/loc_0005569.png,samples/loc_0005569.npz
loc_0002996,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.21.00.bin,52.000000,54.000000,we/single/loc_0002996.png,samples/loc_0002996.npz
loc_0000223,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.35.00.bin,26.000000,28.000000,we/single/loc_0000223.png,samples/loc_0000223.npz
loc_0004415,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.45.00.bin,10.000000,12.000000,we/single/loc_0004415.png,samples/loc_0004415.npz
loc_0005683,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,26.000000,28.000000,we/single/loc_0005683.png,samples/loc_0005683.npz
loc_0005693,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.06.00.bin,46.000000,48.000000,we/single/loc_0005693.png,samples/loc_0005693.npz
loc_0005028,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.55.00.bin,36.000000,38.000000,we/single/loc_0005028.png,samples/loc_0005028.npz
loc_0002565,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.14.00.bin,30.000000,32.000000,we/single/loc_0002565.png,samples/loc_0002565.npz
loc_0004790,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.51.00.bin,40.000000,42.000000,we/single/loc_0004790.png,samples/loc_0004790.npz
loc_0004360,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.44.00.bin,20.000000,22.000000,we/single/loc_0004360.png,samples/loc_0004360.npz
loc_0000409,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.38.00.bin,38.000000,40.000000,we/single/loc_0000409.png,samples/loc_0000409.npz
loc_0000898,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.46.00.bin,56.000000,58.000000,we/single/loc_0000898.png,samples/loc_0000898.npz
loc_0005431,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_18.02.00.bin,2.000000,4.000000,we/single/loc_0005431.png,samples/loc_0005431.npz
loc_0004259,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.42.00.bin,58.000000,60.000000,we/single/loc_0004259.png,samples/loc_0004259.npz
loc_0000778,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.44.00.bin,56.000000,58.000000,we/single/loc_0000778.png,samples/loc_0000778.npz
loc_0002853,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.19.00.bin,6.000000,8.000000,we/single/loc_0002853.png,samples/loc_0002853.npz
loc_0000034,we,single,single_event_reference,1,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.32.00.bin,8.000000,10.000000,we/single/loc_0000034.png,samples/loc_0000034.npz
loc_0000472,we,few,few_events_reference,3,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_16.39.00.bin,44.000000,46.000000,we/few/loc_0000472.png,samples/loc_0000472.npz
loc_0002736,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.17.00.bin,12.000000,14.000000,we/few/loc_0002736.png,samples/loc_0002736.npz
loc_0004248,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.42.00.bin,36.000000,38.000000,we/few/loc_0004248.png,samples/loc_0004248.npz
loc_0002318,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.10.00.bin,16.000000,18.000000,we/few/loc_0002318.png,samples/loc_0002318.npz
loc_0005020,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.55.00.bin,20.000000,22.000000,we/few/loc_0005020.png,samples/loc_0005020.npz
loc_0004717,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.50.00.bin,14.000000,16.000000,we/few/loc_0004717.png,samples/loc_0004717.npz
loc_0001835,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.02.00.bin,10.000000,12.000000,we/few/loc_0001835.png,samples/loc_0001835.npz
loc_0004241,we,few,few_events_reference,2,/home/s_grudinin/code/university/vlf_analyzing/raw_vlf_data/raw_data/Broadband_Data_2026.03.25_17.42.00.bin,22.000000,24.000000,we/few/loc_0004241.png,samples/loc_0004241.npz
